sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,total_enroll,Grade,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
633102,633,Cobb County,Riverside Intermediate School,102,E,1236,D,65.60000000000000,,,,,,,
636193,636,Columbia County,Riverside Middle School,193,M,702,B,87.2,,,,,,,
633307,633,Cobb County,Riverside Primary School,307,E,594,-,,,,,,,,
642111,642,Dawson County,Riverview Elementary School,111,E,309,A,91.5,,,,,,,
642106,642,Dawson County,Riverview Middle School,106,M,550,D,67.8,,,,,,,
658105,658,Forsyth County,Riverwatch Middle School,105,M,1360,A,103.9,,,,,,,
6603066,660,Fulton County,Riverwood International Charter School,3066,H,1547,C,76.7,,,,67.40000000000000,66.3,87,
7721052,772,Dalton City,Roan Elementary School,1052,E,449,F,59.8,,,,,,,
647103,647,Dougherty County,Robert A. Cross Middle Magnet School,103,M,548,A,101.5,,,,,,,
656291,656,Fayette County,Robert J. Burch Elementary School,291,E,494,B,86.2,,,,,,,
644399,644,DeKalb County,Robert Shaw Traditional Theme School,399,E,462,B,86.7,,,,,,,
6253056,625,Chatham County,Robert W Groves High School,3056,H,653,D,61.6,,,,27.3,51.8,73,
6251056,625,Chatham County,Robert W. Gadsen Elementary School,1056,E,571,D,61.6,,,,,,,
6671014,667,Gwinnett County,Roberts Elementary School,1014,E,790,A,98.10000000000000,,,,,,,
642189,642,Dawson County,Robinson Elementary School,189,E,558,C,72.7,,,,,,,
6443065,644,DeKalb County,Rock Chapel Elementary School,3065,E,499,D,63.3,,,,,,,
675509,675,Henry County,Rock Spring Elementary School,509,E,743,C,74.60000000000000,,,,,,,
746100,746,Walker County,Rock Spring Elementary School,100,E,379,D,69.5,,,,,,,
667100,667,Gwinnett County,Rock Springs Elementary School,100,E,828,B,80.7,,,,,,,
644272,644,DeKalb County,Rockbridge Elementary School,272,E,325,D,69.3,,,,,,,
6671058,667,Gwinnett County,Rockbridge Elementary School,1058,E,1355,D,68,,,,,,,
7223052,722,Rockdale County,Rockdale County High School,3052,H,2163,D,69.90000000000000,,,,48.90000000000000,53.6,84.60000000000000,
715102,715,Polk County,Rockmart High School,102,H,895,D,66.3,,,,57.3,46,82,
715104,715,Polk County,Rockmart Middle School,104,M,723,C,75.60000000000000,,,,,,,
708103,708,Oconee County,Rocky Branch Elementary School,103,E,753,B,85.60000000000000,,,,,,,
675211,675,Henry County,Rocky Creek Elementary School,211,E,694,C,74.40000000000000,,,,,,,
633378,633,Cobb County,Rocky Mount Elementary School,378,E,564,A,97.40000000000000,,,,,,,
707106,707,Newton County,Rocky Plains Elementary School,106,E,589,D,63.8,,,,,,,
710204,710,Paulding County,Roland W. Russom Elementary School,204,E,840,B,84.2,,,,,,,
7211062,721,Richmond County,Rollins Elementary School,1062,E,381,D,60.3,,,,,,,
785193,785,Rome City,Rome High School,193,H,1788,C,74.90000000000000,,,,53.2,39.90000000000000,88.5,
785293,785,Rome City,Rome Middle School,293,M,935,D,68.10000000000000,,,,,,,
644409,644,DeKalb County,Ronald E. McNair Discovery Learning Academy,409,E,773,F,58,,,,,,,
6443070,644,DeKalb County,Ronald E. McNair High School,3070,H,787,D,64.5,,,,24,29.9,62.3,
6441057,644,DeKalb County,Ronald E. McNair Middle School,1057,M,715,F,58.2,,,,,,,
622377,622,Carroll County,Roopville Elementary School,377,E,344,A,92.30000000000000,,,,,,,
611405,611,Bibb County,Rosa Taylor Elementary School,405,E,513,F,59.8,,,,,,,
667309,667,Gwinnett County,Rosebud Elementary School,309,E,1101,C,70.10000000000000,,,,,,,
7415050,741,Troup County,Rosemont Elementary School,5050,E,623,C,79.40000000000000,,,,,,,
746194,746,Walker County,Rossville Elementary School,194,E,426,C,71.8,,,,,,,
746206,746,Walker County,Rossville Middle School,206,M,548,C,73.2,,,,,,,
660191,660,Fulton County,Roswell High School,191,H,2232,A,93.30000000000000,,,,83.30000000000000,62.6,90.7,
6601067,660,Fulton County,Roswell North Elementary School,1067,E,884,B,88.90000000000000,,,,,,,
7062067,706,Muscogee County,Rothschild Leadership Academy School,2067,M,523,F,53.6,,,,,,,
6444065,644,DeKalb County,Rowland Elementary School,4065,E,552,F,54.1,,,,,,,
6591052,659,Franklin County,Royston Elementary School,1052,E,573,D,60.5,,,,,,,
748396,748,Ware County,Ruskin Elementary School,396,E,405,B,85.30000000000000,,,,,,,
6333067,633,Cobb County,Russell Elementary School,3067,E,645,C,72.8,,,,,,,
6764054,676,Houston County,Russell Elementary School,4054,E,656,B,83.7,,,,,,,
607289,607,Barrow County,Russell Middle School,289,M,835,C,74.3,,,,,,,
6381054,638,Coweta County,Ruth Hill Elementary School,1054,E,401,B,81.60000000000000,,,,,,,
611204,611,Bibb County,Rutland High School,204,H,1053,D,61.90000000000000,,,,51.5,50,74.8,
611305,611,Bibb County,Rutland Middle School,305,M,896,D,62.2,,,,,,,
617196,617,Burke County,S G A Elementary School,196,E,268,C,79.30000000000000,,,,,,,
660273,660,Fulton County,S. L. Lewis Elementary School,273,E,584,F,54.2,,,,,,,
792309,792,Valdosta City,S.L. Mason Elementary School,309,E,902,F,53.1,,,,,,,
746114,746,Walker County,Saddle Ridge Elementary and Middle School,114,EM,534,C,75.10000000000000,,,,,,,
6445065,644,DeKalb County,Sagamore Hills Elementary School,5065,E,361,C,70.3,,,,,,,
7830618618,7830618,State Charter School,SAIL School for Arts-Infused Learning,618,,,,,,,,,,,
722192,722,Rockdale County,Salem High School,192,H,1205,D,69.3,,,,37.1,51.90000000000000,84,
644291,644,DeKalb County,Salem Middle School,291,M,982,F,56.7,,,,,,,
792101,792,Valdosta City,Sallas Mahone Elementary School,101,E,1092,D,69.10000000000000,,,,,,,
6165054,616,Bulloch County,Sallie Zetterower Elementary School,5054,E,684,D,69.10000000000000,,,,,,,
7935050,793,Vidalia City,Sally Dailey Meadows Elementary School,5050,E,762,F,58.6,,,,,,,
710197,710,Paulding County,Sam D. Panter Elementary School,197,E,554,C,79.40000000000000,,,,,,,
710108,710,Paulding County,Sammy McClure Sr. Middle School,108,M,1232,B,89.80000000000000,,,,,,,
702205,702,Monroe County,Samuel E. Hubbard Elementary School,205,E,587,C,75.8,,,,,,,
7611563,761,Atlanta Public Schools,Samuel M. Inman Middle School,1563,M,1091,B,89.90000000000000,,,,,,,
651196,651,Effingham County,Sand Hill Elementary School,196,E,562,C,73.60000000000000,,,,,,,
6225052,622,Carroll County,Sand Hill Elementary School,5052,E,736,B,84.2,,,,,,,
633398,633,Cobb County,Sanders Elementary School,398,E,716,D,69.2,,,,,,,
660505,660,Fulton County,Sandtown Middle School ,505,M,846,F,59.40000000000000,,,,,,,
656192,656,Fayette County,Sandy Creek High School,192,H,1207,B,86.40000000000000,,,,66.7,50.7,82.7,
660603,660,Fulton County,Sandy Springs Charter Middle School,603,M,877,C,70.5,,,,,,,
656103,656,Fayette County,Sara Harp Minter Elementary School,103,E,674,A,91,,,,,,,
710210,710,Paulding County,Sara M. Ragsdale Elementary School,210,E,650,F,56.90000000000000,,,,,,,
7611567,761,Atlanta Public Schools,Sarah Smith Elementary School,1567,E,1008,B,80.80000000000000,,,,,,,
6694056,669,Hall County,Sardis Elementary School,4056,E,605,C,73.40000000000000,,,,,,,
634182,634,Coffee County,Satilla Elementary School,182,E,564,C,76.10000000000000,,,,,,,
663198,663,Glynn County,Satilla Marsh Elementary School,198,E,757,C,77.2,,,,,,,
625499,625,Chatham County,Savannah Arts Academy,499,H,892,A,96.30000000000000,,,,90.7,96.30000000000000,99.5,
625128,625,Chatham County,Savannah Classical Academy Charter School,128,EMH,484,F,52.2,,,,,,,
625513,625,Chatham County,Savannah Early College High School,513,H,193,A,92.90000000000000,,,,89.30000000000000,100,100,
658203,658,Forsyth County,Sawnee Elementary School,203,E,1287,B,85.90000000000000,,,,,,,
781104,781,Marietta City,Sawyer Road Elementary School,104,E,760,B,82,,,,,,,
723198,723,Schley County,Schley County Elementary School,198,E,555,A,91.90000000000000,,,,,,,
723101,723,Schley County,Schley Middle High School,101,MH,687,C,71.5,,,,91.10000000000000,64.60000000000000,87.80000000000000,
625514,625,Chatham County,School of Humanities at Juliette Low,514,E,,F,58.40000000000000,,,,,,,
625210,625,Chatham County,School of Liberal Studies at Savannah High School,210,H,575,D,62.1,,,,29.5,16.3,75.10000000000000,
761306,761,Atlanta Public Schools,School of Technology at Carver,306,H,110,F,53.6,,,,12.9,35.6,79.7,
7820615615,7820615,State Charter School,Scintilla Charter Academy,615,E,462,D,67.3,,,,,,,
7613566,761,Atlanta Public Schools,Scott Elementary School,3566,E,350,F,53.5,,,,,,,
7893052,789,Thomasville City,Scott Elementary School,3052,E,309,C,70.90000000000000,,,,,,,
724191,724,Screven County,Screven County Elementary School,191,E,1117,D,66.90000000000000,,,,,,,
7244052,724,Screven County,Screven County High School,4052,H,639,B,89.80000000000000,,,,59.6,20.3,73,
724197,724,Screven County,Screven County Middle School,197,M,473,C,75.5,,,,,,,
7511052,751,Wayne County,Screven Elementary School,1052,E,215,B,84.90000000000000,,,,,,,
6603058,660,Fulton County,Seaborn Lee Elementary School,3058,E,449,D,61.8,,,,,,,
6335067,633,Cobb County,Sedalia Park Elementary School,5067,E,879,D,68.90000000000000,,,,,,,
725296,725,Seminole County,Seminole County Elementary School,296,E,648,D,64.40000000000000,,,,,,,
725196,725,Seminole County,Seminole County Middle/High School,196,MH,819,B,81.30000000000000,,,,69.8,41.3,96.40000000000000,
628191,628,Cherokee County,Sequoyah High School,191,H,1908,B,89.90000000000000,,,,79,52.7,87.60000000000000,
631107,631,Clayton County,Sequoyah Middle School,107,M,866,D,65,,,,,,,
644290,644,DeKalb County,Sequoyah Middle School,290,M,1610,D,64.40000000000000,,,,,,,
658100,658,Forsyth County,Settles Bridge Elementary School,100,E,1084,A,101.4,,,,,,,
644293,644,DeKalb County,Shadow Rock Elementary School,293,E,601,F,56.1,,,,,,,
660398,660,Fulton County,Shakerag Elementary School,398,E,689,A,98,,,,,,,
633291,633,Cobb County,Shallowford Falls Elementary School,291,E,627,B,88,,,,,,,
658104,658,Forsyth County,Sharon Elementary School,104,E,984,A,99.7,,,,,,,
747108,747,Walton County,Sharon Elementary School,108,E,775,C,75.5,,,,,,,
622100,622,Carroll County,Sharp Creek Elementary School,100,E,520,D,69.5,,,,,,,
706278,706,Muscogee County,Shaw High School,278,H,1235,C,75.40000000000000,,,,46.40000000000000,37.6,87.2,
6474060,647,Dougherty County,Sherwood Acres Elementary School,4060,E,719,D,61.2,,,,,,,
667291,667,Gwinnett County,Shiloh Elementary School,291,E,724,A,91,,,,,,,
667185,667,Gwinnett County,Shiloh High School,185,H,2409,D,66.7,,,,44.3,46.40000000000000,80.30000000000000,
667283,667,Gwinnett County,Shiloh Middle School,283,M,1834,C,72.5,,,,,,,
658106,658,Forsyth County,Shiloh Point Elementary School,106,E,1183,A,93,,,,,,,
6765054,676,Houston County,Shirley Hills Elementary School,5054,E,541,B,80.7,,,,,,,
6653050,665,Grady County,Shiver Elementary School,3050,EM,526,D,62.2,,,,,,,
722194,722,Rockdale County,Shoal Creek Elementary School,194,E,713,C,72.2,,,,,,,
625511,625,Chatham County,Shuman Elementary School,511,E,749,F,52.1,,,,,,,
658307,658,Forsyth County,Silver City Elementary School,307,E,1254,B,87.7,,,,,,,
667394,667,Gwinnett County,Simonton Elementary School,394,E,831,C,79,,,,,,,
667494,667,Gwinnett County,Simpson Elementary School,494,E,843,A,101,,,,,,,
633389,633,Cobb County,Simpson Middle School,389,M,972,B,89.90000000000000,,,,,,,
722189,722,Rockdale County,Sims Elementary School,189,E,496,B,88.10000000000000,,,,,,,
628193,628,Cherokee County,Sixes Elementary School,193,E,686,A,90.5,,,,,,,
611103,611,Bibb County,Skyview Elementary School,103,E,454,A,91.2,,,,,,,
6601320,660,Fulton County,Skyview High School,1320,H,241,-,,,,,,13.3,4.600000000000000,
7614066,761,Atlanta Public Schools,Slater Elementary School,4066,E,535,D,60.90000000000000,,,,,,,
691100,691,Long County,Smiley Elementary School,100,E,1155,-,,,,,,,,
631200,631,Clayton County,Smith Elementary School,200,E,962,C,72.3,,,,,,,
6752552,675,Henry County,Smith-Barnes Elementary School,2552,E,270,D,63.2,,,,,,,
633294,633,Cobb County,Smitha Middle School,294,M,997,C,70.60000000000000,,,,,,,
6443067,644,DeKalb County,Smoke Rise Elementary School,3067,E,388,D,69.10000000000000,,,,,,,
638301,638,Coweta County,Smokey Road Middle School,301,M,721,C,78.40000000000000,,,,,,,
633214,633,Cobb County,Smyrna Elementary School,214,E,973,C,72.7,,,,,,,
6444067,644,DeKalb County,Snapfinger Elementary School,4067,E,747,F,55.3,,,,,,,
6672058,667,Gwinnett County,Snellville Middle School,2058,M,911,C,75.90000000000000,,,,,,,
689195,689,Liberty County,Snelson-Golden Middle School,195,M,734,D,68.5,,,,,,,
786200,786,Social Circle City,Social Circle Elementary School,200,E,377,C,79.2,,,,,,,
786300,786,Social Circle City,Social Circle High School,300,H,533,C,72.40000000000000,,,,45.5,52.40000000000000,97.10000000000000,
786103,786,Social Circle City,Social Circle Middle School,103,M,425,B,83.60000000000000,,,,,,,
786100,786,Social Circle City,Social Circle Primary School,100,E,329,-,,,,,,,,
625101,625,Chatham County,Sol C. Johnson High School,101,H,794,C,74.60000000000000,,,,37.9,46.6,88.80000000000000,
664110,664,Gordon County,Sonoraville Elementary School,110,E,624,D,69.3,,,,,,,
664106,664,Gordon County,Sonoraville High School,106,H,1120,B,80,,,,46.3,35.8,90.30000000000000,
633478,633,Cobb County,Sope Creek Elementary School,478,E,1109,A,100.3,,,,,,,
7611412,761,Atlanta Public Schools,South Atlanta High School,1412,H,813,F,55.6,,,,31,31.1,78.10000000000000,
608190,608,Bartow County,South Central Middle School,190,M,639,D,62.2,,,,,,,
6333056,633,Cobb County,South Cobb High School,3056,H,2014,C,74.90000000000000,,,,42.40000000000000,44.90000000000000,72.60000000000000,
6365052,636,Columbia County,South Columbia Elementary School,5052,E,515,D,67.10000000000000,,,,,,,
7064067,706,Muscogee County,South Columbus Elementary School,4067,E,377,F,49.40000000000000,,,,,,,
645191,645,Dodge County,South Dodge Elementary School,191,E,746,C,71.90000000000000,,,,,,,
648193,648,Douglas County,South Douglas Elementary School,193,E,565,B,88.60000000000000,,,,,,,
651186,651,Effingham County,South Effingham Elementary School,186,E,735,A,97.40000000000000,,,,,,,
651197,651,Effingham County,South Effingham High School,197,H,1594,B,85.2,,,,71.40000000000000,52.1,86,
651297,651,Effingham County,South Effingham Middle School,297,M,1067,B,89,,,,,,,
658190,658,Forsyth County,South Forsyth High School,190,H,3206,A,97,,,,89,84,97,
658598,658,Forsyth County,South Forsyth Middle School,598,M,1268,A,100.6,,,,,,,
6672558,667,Gwinnett County,South Gwinnett High School,2558,H,2542,C,73.90000000000000,,,,41.2,45.40000000000000,79.5,
668296,668,Habersham County,South Habersham Middle School,296,M,486,B,82.60000000000000,,,,,,,
6694556,669,Hall County,South Hall Middle School,4556,M,1268,D,69.60000000000000,,,,,,,
673202,673,Hart County,South Hart Elementary School,202,E,503,C,71.40000000000000,,,,,,,
6784050,678,Jackson County,South Jackson Elementary School,4050,E,498,C,72.40000000000000,,,,,,,
710106,710,Paulding County,South Paulding High School,106,H,1838,C,78.30000000000000,,,,53.2,37,86.2,
710192,710,Paulding County,South Paulding Middle School,192,M,481,C,74.5,,,,,,,
707111,707,Newton County,South Salem Elementary School,111,E,822,D,60.5,,,,,,,
616203,616,Bulloch County,Southeast Bulloch High School,203,H,945,C,76,,,,79.7,54.6,85.60000000000000,
616300,616,Bulloch County,Southeast Bulloch Middle School,300,M,770,B,81.10000000000000,,,,,,,
755275,755,Whitfield County,Southeast Whitfield County High School,275,H,1402,C,75.60000000000000,,,,34.7,42.1,86.10000000000000,
6111307,611,Bibb County,Southfield Elementary School,1307,E,745,F,51,,,,,,,
6652050,665,Grady County,Southside Elementary School,2050,E,559,F,57.3,,,,,,,
7214062,721,Richmond County,Southside Elementary School,4062,E,361,F,57.7,,,,,,,
6445067,644,DeKalb County,Southwest DeKalb High School,5067,H,1222,C,77.30000000000000,,,,37.4,46.1,74.2,
625300,625,Chatham County,Southwest Elementary School,300,E,784,D,69.5,,,,,,,
7830612612,7830612,State Charter School,Southwest Georgia S.T.E.M. Charter School,612,E,78,D,60.6,,,,,,,
611386,611,Bibb County,Southwest High School,386,H,852,D,63.1,,,,32.7,29.5,76,
687101,687,Laurens County,Southwest Laurens Elementary School,101,E,916,C,78.90000000000000,,,,,,,
625299,625,Chatham County,Southwest Middle School,299,M,806,D,63.6,,,,,,,
660104,660,Fulton County,Spalding Drive Elementary School,104,E,370,B,85.2,,,,,,,
726101,726,Spalding County,Spalding High School,101,H,1294,D,68.60000000000000,,,,67.5,46.7,79.7,
706378,706,Muscogee County,Spencer High School,378,H,826,D,61.8,,,,23.7,46,85.80000000000000,
721390,721,Richmond County,Spirit Creek Middle School,390,M,485,D,60.40000000000000,,,,,,,
669192,669,Hall County,Spout Springs Elementary School,192,E,788,B,83.5,,,,,,,
633373,633,Cobb County,Sprayberry High School,373,H,1693,B,86.7,,,,61.8,47.1,85.5,
656296,656,Fayette County,Spring Hill Elementary School,296,E,675,B,88.60000000000000,,,,,,,
7051052,705,Murray County,Spring Place Elementary School,1052,EM,630,C,71,,,,,,,
6111105,611,Bibb County,Springdale Elementary School,1105,E,506,A,98.80000000000000,,,,,,,
761116,761,Atlanta Public Schools,Springdale Park Elementary School,116,E,677,A,95.80000000000000,,,,,,,
651103,651,Effingham County,Springfield Elementary School,103,E,568,B,80,,,,,,,
6244050,624,Charlton County,St. George Elementary School,4050,EM,150,B,81.5,,,,,,,
7063068,706,Muscogee County,St. Mary's Magnet Academy,3068,E,394,D,62,,,,,,,
620110,620,Camden County,St. Marys Elementary School,110,E,604,B,89.2,,,,,,,
620105,620,Camden County,St. Marys Middle School,105,M,977,B,83.7,,,,,,,
6631056,663,Glynn County,St. Simons Elementary School,1056,E,536,A,92.10000000000000,,,,,,,
636108,636,Columbia County,Stallings Island Middle School,108,M,592,B,89.10000000000000,,,,,,,
618108,618,Butts County,Stark Elementary School,108,E,550,B,82.7,,,,,,,
6671110,667,Gwinnett County,Starling Elementary School,1110,E,990,A,90.7,,,,,,,
656198,656,Fayette County,Starr's Mill High School,198,H,1418,A,96,,,,86.2,61.2,93.60000000000000,
660297,660,Fulton County,State Bridge Crossing Elementary School,297,E,763,B,82.90000000000000,,,,,,,
7830103103,7830103,State Charter School,Statesboro STEAM Academy,103,MH,148,D,69.8,,,,,35,95.2,
6162054,616,Bulloch County,Statesboro High School,2054,H,1608,C,77.7,,,,66.2,53.8,80.7,
6075050,607,Barrow County,Statham Elementary School,5050,E,892,B,84.5,,,,,,,
7275050,727,Stephens County,Stephens County High School,5050,H,1145,D,68.2,,,,59.5,47.2,84.60000000000000,
727104,727,Stephens County,Stephens County Middle School,104,M,884,C,79.40000000000000,,,,,,,
644497,644,DeKalb County,Stephenson High School,497,H,1601,C,71.60000000000000,,,,34.1,44,80,
644397,644,DeKalb County,Stephenson Middle School,397,M,1002,C,70.2,,,,,,,
663106,663,Glynn County,Sterling Elementary School,106,E,812,C,76.2,,,,,,,
636192,636,Columbia County,Stevens Creek Elementary School,192,E,778,A,93,,,,,,,
728192,728,Stewart County,Stewart County Elementary School,192,E,248,D,65.5,,,,,,,
728201,728,Stewart County,Stewart County High School,201,H,127,B,83.80000000000000,,,,47.40000000000000,48.5,96.7,
728101,728,Stewart County,Stewart County Middle School,101,M,109,C,74.60000000000000,,,,,,,
6485050,648,Douglas County,Stewart Middle School,5050,M,560,D,67.8,,,,,,,
633180,633,Cobb County,Still Elementary School,180,E,764,A,91.40000000000000,,,,,,,
6163054,616,Bulloch County,Stilson Elementary School,3054,E,345,D,62.40000000000000,,,,,,,
6753052,675,Henry County,Stockbridge Elementary School,3052,E,579,-,,,,,,,,
675295,675,Henry County,Stockbridge High School,295,H,1497,C,73.60000000000000,,,,42.7,36.4,81,
6755052,675,Henry County,Stockbridge Middle School,5052,M,693,D,61.3,,,,,,,
7465052,746,Walker County,Stone Creek Elementary School,5052,E,472,C,78.10000000000000,,,,,,,
644575,644,DeKalb County,Stone Mill Elementary School,575,E,571,D,69.10000000000000,,,,,,,
6442068,644,DeKalb County,Stone Mountain Elementary School,2068,E,537,F,44.8,,,,,,,
644276,644,DeKalb County,Stone Mountain High School,276,H,1031,D,69.10000000000000,,,,28.7,38.40000000000000,68.8,
644506,644,DeKalb County,Stone Mountain Middle School,506,M,920,D,61.5,,,,,,,
6444068,644,DeKalb County,Stoneview Elementary School,4068,E,792,F,55.6,,,,,,,
660199,660,Fulton County,Stonewall Tell Elementary School,199,E,681,B,82.30000000000000,,,,,,,
6353050,635,Colquitt County,Stringfellow Elementary School,3050,E,305,F,59.3,,,,,,,
6314060,631,Clayton County,Suder Elementary School,4060,E,706,D,69.2,,,,,,,
721201,721,Richmond County,Sue Reynolds Elementary School ,201,E,862,F,54.2,,,,,,,
667296,667,Gwinnett County,Sugar Hill Elementary School,296,E,1138,A,90,,,,,,,
669103,669,Hall County,Sugar Hill Elementary School,103,E,704,C,70.3,,,,,,,
620197,620,Camden County,Sugarmill Elementary School,197,E,485,A,92.2,,,,,,,
6674058,667,Gwinnett County,Summerour Middle School,4058,M,1663,C,71.90000000000000,,,,,,,
6272052,627,Chattooga County,Summerville Middle School,2052,M,364,D,67,,,,,,,
660100,660,Fulton County,Summit Hill Elementary School,100,E,712,B,89.10000000000000,,,,,,,
729188,729,Sumter County,Sumter County Elementary School,188,E,689,-,,,,,,,,
729595,729,Sumter County,Sumter County Intermediate School,595,EM,915,F,54.40000000000000,,,,,,,
729190,729,Sumter County,Sumter County Middle School,190,M,557,D,64.40000000000000,,,,,,,
729100,729,Sumter County,Sumter County Primary School,100,E,597,-,,,,,,,,
6355054,635,Colquitt County,Sunset Elementary School,5054,E,585,C,73.7,,,,,,,
667300,667,Gwinnett County,Susan Stripling Elementary School,300,E,884,D,68.3,,,,,,,
774312,774,Dublin City,Susie Dasher Elementary School,312,E,550,C,73.8,,,,,,,
625515,625,Savannah-Chatham County,Susie King Taylor Community School,515,,,,,,,,,,,
7613067,761,Atlanta Public Schools,Sutton Middle School,3067,M,1530,C,76.60000000000000,,,,,,,
6675058,667,Gwinnett County,Suwanee Elementary School,5058,E,604,A,98,,,,,,,
664274,664,Gordon County,Swain Elementary School,274,E,437,B,82.7,,,,,,,
653198,653,Emanuel County,Swainsboro Elementary School,198,E,759,F,58.2,,,,,,,
653189,653,Emanuel County,Swainsboro High School,189,H,727,C,78.40000000000000,,,,64.10000000000000,28.4,77.2,
653192,653,Emanuel County,Swainsboro Middle School,192,M,687,F,58.90000000000000,,,,,,,
653196,653,Emanuel County,Swainsboro Primary School,196,E,755,-,,,,,,,,
660298,660,Fulton County,Sweet Apple Elementary School,298,E,755,A,93.30000000000000,,,,,,,
648298,648,Douglas County,Sweetwater Elementary School,298,E,527,F,58.6,,,,,,,
667276,667,Gwinnett County,Sweetwater Middle School,276,M,1445,C,73.40000000000000,,,,,,,
6315060,631,Clayton County,Swint Elementary School,5060,E,663,D,69.8,,,,,,,
667505,667,Gwinnett County,Sycamore Elementary School,505,E,741,B,87,,,,,,,
761188,761,Atlanta Public Schools,Sylvan Hills Middle School,188,M,618,F,58.8,,,,,,,
750199,750,Washington County,T. J. Elder Middle School,199,M,685,C,71.2,,,,,,,
702105,702,Monroe County,T.G. Scott Elementary School,105,E,657,B,82.80000000000000,,,,,,,
6695056,669,Hall County,Tadmore Elementary School,5056,E,496,D,62.1,,,,,,,
731102,731,Taliaferro County,Taliaferro County School,102,EMH,145,D,69.60000000000000,,,,,,,
671104,671,Haralson County,Tallapoosa Primary School,104,E,394,-,,,,,,,,
644315,644,DeKalb County,Tapestry Public Charter School,315,MH,163,D,60.6,,,,,,,
633475,633,Cobb County,Tapp Middle School,475,M,850,B,81.7,,,,,,,
6311062,631,Clayton County,Tara Elementary School,1062,E,673,D,67.60000000000000,,,,,,,
712303,712,Pickens County,Tate Elementary School,303,E,308,D,61.90000000000000,,,,,,,
732194,732,Tattnall County,Tattnall County High School,194,H,956,D,67.3,,,,61.2,32.8,80.30000000000000,
733201,733,Taylor County,Taylor County High School,201,H,407,C,70,,,,64.5,28.4,86.30000000000000,
733205,733,Taylor County,Taylor County Middle School,205,M,214,D,66,,,,,,,
733104,733,Taylor County,Taylor County Primary School,104,E,320,-,,,,,,,,
733105,733,Taylor County,Taylor County Upper Elementary School,105,EM,394,D,63.40000000000000,,,,,,,
667498,667,Gwinnett County,Taylor Elementary School,498,E,900,B,82.60000000000000,,,,,,,
660591,660,Fulton County,Taylor Road Middle School,591,M,1337,B,87.2,,,,,,,
689194,689,Liberty County,Taylors Creek Elementary School,194,E,649,B,82.60000000000000,,,,,,,
608396,608,Bartow County,Taylorsville Elementary School,396,E,504,C,73.5,,,,,,,
6334068,633,Cobb County,Teasley Elementary School,4068,E,880,B,87.80000000000000,,,,,,,
628287,628,Cherokee County,Teasley Middle School,287,M,1429,C,75.7,,,,,,,
734104,734,Telfair County,Telfair County Elementary School,104,E,751,F,58.8,,,,,,,
734201,734,Telfair County,Telfair County High School,201,H,505,C,71.10000000000000,,,,59.7,32.1,85,
734101,734,Telfair County,Telfair County Middle School,101,M,371,C,78.2,,,,,,,
6221054,622,Carroll County,Temple Elementary School,1054,E,499,C,79.80000000000000,,,,,,,
622189,622,Carroll County,Temple High School,189,H,650,B,86.80000000000000,,,,46.7,54.2,91.90000000000000,
622102,622,Carroll County,Temple Middle School,102,M,438,C,77.30000000000000,,,,,,,
7214762,721,Richmond County,Terrace Manor Elementary School,4762,E,326,F,56.90000000000000,,,,,,,
735105,735,Terrell County,Terrell High School,105,H,397,C,77.5,,,,54.2,7.100000000000000,91.60000000000000,
735109,735,Terrell County,Terrell Middle School,109,M,306,D,63.1,,,,,,,
754100,754,White County,Tesnatee Gap Elementary School,100,E,397,B,89.80000000000000,,,,,,,
644507,644,DeKalb County,The Champion School,507,M,791,B,82.30000000000000,,,,,,,
761403,761,Atlanta Public Schools,The Forrest Hill Academy,403,MH,97,F,36.8,,,,,,2.7,
644314,644,DeKalb County,The GLOBE Academy,314,EM,700,A,90.2,,,,,,,
7611417,761,Atlanta Public Schools,The Kindezi School At Old Fourth Ward,1417,,,,,,,,,,,
761123,761,Atlanta Public Schools,The Kindezi Schools,123,EM,732,C,72.40000000000000,,,,,,,
660116,660,Fulton County,The Main Street Academy ,116,EM,869,C,75.3,,,,,,,
625124,625,Chatham County,The STEM Academy ,124,M,693,B,82.5,,,,,,,
736191,736,Thomas County,Thomas County Central High School,191,H,1485,B,80.5,,,,68.3,48.1,93.10000000000000,
736205,736,Thomas County,Thomas County Middle School,205,EM,1669,D,62.6,,,,,,,
638295,638,Coweta County,Thomas Crossroads Elementary School,295,E,384,B,84.80000000000000,,,,,,,
7615067,761,Atlanta Public Schools,Thomasville Heights Elementary School,5067,E,398,F,59.8,,,,,,,
7894052,789,Thomasville City,Thomasville High School,4052,H,764,D,68.10000000000000,,,,70.5,61.40000000000000,74.90000000000000,
6974050,697,McDuffie County,Thomson Elementary School,4050,E,496,-,,,,,,,,
697192,697,McDuffie County,Thomson High School,192,H,1180,D,62,,,,55.1,29.5,75.7,
676204,676,Houston County,Thomson Middle School,204,M,766,C,75,,,,,,,
697112,697,McDuffie County,Thomson-McDuffie Middle School,112,M,865,D,67.60000000000000,,,,,,,
737199,737,Tift County,Tift County High School,199,H,1535,B,83,,,,65.60000000000000,60.6,84.5,
7373052,737,Tift County,Tift County High School,3052,H,625,B,88.30000000000000,,,,,,,
